"","state","PC_name","O.S.N.","Candidate","Party","EVM.Votes","Postal.Votes","Total.Votes","Pct.of.Votes","NA.","NA..1","Migrant.Votes"
"4652","Maharashtra","Shirdi","1","KAMBLE BHAUSAHEB MALHARI","Indian National Congress","364113","2512","366625","35.62",NA,NA,NA
"4653","Maharashtra","Shirdi","2","Adv. BANSI BHAURAO SATPUTE","Communist Party of India","20264","36","20300","1.97",NA,NA,NA
"4654","Maharashtra","Shirdi","3","SADASHIV KISAN LOKHANDE","Shivsena","483449","3371","486820","47.29",NA,NA,NA
"4655","Maharashtra","Shirdi","4","SURESH EKNATH JAGDHANE","Bahujan Samaj Party","5974","32","6006","0.58",NA,NA,NA
"4656","Maharashtra","Shirdi","5","ASHOK JAGDISH JADHAV","Rashtriya Maratha Party","1951","19","1970","0.19",NA,NA,NA
"4657","Maharashtra","Shirdi","6","ADV. PRAKASH KACHARU AAHER","Bahujan Republican  Socialist Party","1504","3","1507","0.15",NA,NA,NA
"4658","Maharashtra","Shirdi","7","VIJAY DNYANOBA GHATE","Republican Bahujan Sena","1819","1","1820","0.18",NA,NA,NA
"4659","Maharashtra","Shirdi","8","SANJAY LAXMAN SUKHDAN","Vanchit Bahujan Aaghadi","62952","335","63287","6.15",NA,NA,NA
"4660","Maharashtra","Shirdi","9","ADV. AMOLIK GOVIND BABURAO","Independent","1484","4","1488","0.14",NA,NA,NA
"4661","Maharashtra","Shirdi","10","ASHOK ANAJI WAKCHAURE","Independent","3583","9","3592","0.35",NA,NA,NA
"4662","Maharashtra","Shirdi","11","KISHOR LIMBAJI ROKADE","Independent","1702","2","1704","0.17",NA,NA,NA
"4663","Maharashtra","Shirdi","12","GANPAT MACHINDRA MORE","Independent","1684","8","1692","0.16",NA,NA,NA
"4664","Maharashtra","Shirdi","13","PRADIP SUNIL SARODE","Independent","12923","23","12946","1.26",NA,NA,NA
"4665","Maharashtra","Shirdi","14","BAPU PARAJI RANDHIR","Independent","2473","2","2475","0.24",NA,NA,NA
"4666","Maharashtra","Shirdi","15","BORAGE SHANKAR HARIBHAU","Independent","1927","3","1930","0.19",NA,NA,NA
"4667","Maharashtra","Shirdi","16","WAKCHAURE BHAUSAHEB JAYRAM","Independent","8203","22","8225","0.8",NA,NA,NA
"4668","Maharashtra","Shirdi","17","WAKCHAURE BHAUSAHEB RAJARAM","Independent","35085","441","35526","3.45",NA,NA,NA
"4669","Maharashtra","Shirdi","18","SACHIN SADASHIV GAWANDE","Independent","1662","3","1665","0.16",NA,NA,NA
"4670","Maharashtra","Shirdi","19","SUBHASH DADA TRIBHUVAN","Independent","3098","2","3100","0.3",NA,NA,NA
"4671","Maharashtra","Shirdi","20","SAMPAT KHANDU SAMINDAR","Independent","1288","2","1290","0.13",NA,NA,NA
"4672","Maharashtra","Shirdi","21","NOTA","None of the Above","5301","93","5394","0.52",NA,NA,NA
"4673","Maharashtra","Ahmadnagar","1","WAKALE NAMDEO ARJUN","Bahujan Samaj Party","6654","38","6692","0.56",NA,NA,NA
"4674","Maharashtra","Ahmadnagar","2","Dr. SUJAY RADHAKRISHNA VIKHEPATIL","Bharatiya Janata Party","696961","7699","704660","58.54",NA,NA,NA
"4675","Maharashtra","Ahmadnagar","3","SANGRAM ARUNKAKA JAGTAP","Nationalist Congress Party","419364","3822","423186","35.15",NA,NA,NA
"4676","Maharashtra","Ahmadnagar","4","KALIRAM BAHIRU POPALGHAT","Bhartiya Navjawan Sena (Paksha)","3183","9","3192","0.27",NA,NA,NA
"4677","Maharashtra","Ahmadnagar","5","DHIRAJ MOTILAL BATADE","Right to Recall Party","1489","3","1492","0.12",NA,NA,NA
"4678","Maharashtra","Ahmadnagar","6","FARUKH ISMAIL SHAIKH","Bharatiya Praja Surajya Paksha","2499","3","2502","0.21",NA,NA,NA
"4679","Maharashtra","Ahmadnagar","7","SUDHAKAR LAXMAN AVHAD","Vanchit Bahujan Aaghadi","31644","163","31807","2.64",NA,NA,NA
"4680","Maharashtra","Ahmadnagar","8","SANJAY DAGDU SAWANT","Bahujan Mukti Party","1491","16","1507","0.13",NA,NA,NA
"4681","Maharashtra","Ahmadnagar","9","APPASAHEB NAVNATH PALVE","Independent","709","7","716","0.06",NA,NA,NA
"4682","Maharashtra","Ahmadnagar","10","KAMAL DASHRATH SAWANT","Independent","1315","2","1317","0.11",NA,NA,NA
"4683","Maharashtra","Ahmadnagar","11","DATTATRAY APPA WAGHMODE","Independent","963","8","971","0.08",NA,NA,NA
"4684","Maharashtra","Ahmadnagar","12","BHASKAR FAKIRA PATOLE","Independent","1242","0","1242","0.1",NA,NA,NA
"4685","Maharashtra","Ahmadnagar","13","RAMNATH GAHININATH GOLHAR","Independent","1267","1","1268","0.11",NA,NA,NA
"4686","Maharashtra","Ahmadnagar","14","SHAIKH AABID HUSSAIN MOHAMMAD HANIF","Independent","2484","4","2488","0.21",NA,NA,NA
"4687","Maharashtra","Ahmadnagar","15","SAINATH BHAUSAHEB GHORPADE","Independent","3981","5","3986","0.33",NA,NA,NA
"4688","Maharashtra","Ahmadnagar","16","SUPEKAR DNYANDEO NARHARI","Independent","2764","3","2767","0.23",NA,NA,NA
"4689","Maharashtra","Ahmadnagar","17","Er. SANJIV BABANRAO BHOR","Independent","3793","45","3838","0.32",NA,NA,NA
"4690","Maharashtra","Ahmadnagar","18","SANDIP LAXMAN SAKAT","Independent","3740","5","3745","0.31",NA,NA,NA
"4691","Maharashtra","Ahmadnagar","19","SHRIDHAR JAKHUJI DAREKAR","Independent","2346","3","2349","0.2",NA,NA,NA
"4692","Maharashtra","Ahmadnagar","20","NOTA","None of the Above","4016","56","4072","0.34",NA,NA,NA
"4693","Maharashtra","Shirur","1","Adhalrao Shivaji Dattatrey","Shivsena","576002","1345","577347","44.65",NA,NA,NA
"4694","Maharashtra","Shirur","2","Dr. Amol Ramsing Kolhe","Nationalist Congress Party","634554","1276","635830","49.17",NA,NA,NA
"4695","Maharashtra","Shirur","3","Kagadi Jamirkhan Afjal","Bahujan Samaj Party","7239","8","7247","0.56",NA,NA,NA
"4696","Maharashtra","Shirur","4","Ovhal Rahul","Vanchit Bahujan Aaghadi","38028","42","38070","2.94",NA,NA,NA
"4697","Maharashtra","Shirur","5","Ghare Mohan Damodar","Baliraja Party","996","1","997","0.08",NA,NA,NA
"4698","Maharashtra","Shirur","6","Nitin Murlidhar Kuchekar","Bharat Prabhat Party","604","3","607","0.05",NA,NA,NA
"4699","Maharashtra","Shirur","7","Shashikant Rajaram Desai","Independent","1880","1","1881","0.15",NA,NA,NA
"4700","Maharashtra","Shirur","8","Somnath Hiraman Mali","Bahujan Republican  Socialist Party","741","2","743","0.06",NA,NA,NA
"4701","Maharashtra","Shirur","9","Sanjay Baba Bansode","BhartiyaBahujanKranti Dal","615","0","615","0.05",NA,NA,NA
"4702","Maharashtra","Shirur","10","Sanjay Laxman Padwal","Bhartiya Navjawan Sena (Paksha)","627","3","630","0.05",NA,NA,NA
"4703","Maharashtra","Shirur","11","Prof.Shrikant Nivrutti Chabukswar Sir","Bahujan Mukti Party","1241","2","1243","0.1",NA,NA,NA
"4704","Maharashtra","Shirur","12","Ansari Samshad Anwar","Independent","826","2","828","0.06",NA,NA,NA
"4705","Maharashtra","Shirur","13","Ashtul Vikas Rajaram","Independent","786","0","786","0.06",NA,NA,NA
"4706","Maharashtra","Shirur","14","Gangadhar Nathu Yadav","Independent","955","0","955","0.07",NA,NA,NA
"4707","Maharashtra","Shirur","15","Ghadge Balasaheb Jaysing","Independent","2749","0","2749","0.21",NA,NA,NA
"4708","Maharashtra","Shirur","16","Chhaya Prabhakar Solanke","Independent","4925","5","4930","0.38",NA,NA,NA
"4709","Maharashtra","Shirur","17","Bhausaheb Ramchandra Adagale","Independent","4397","0","4397","0.34",NA,NA,NA
"4710","Maharashtra","Shirur","18","Waheeda Shainur Shaikh","Independent","3836","1","3837","0.3",NA,NA,NA
"4711","Maharashtra","Shirur","19","Vinod Vasant Chandgude","Independent","901","1","902","0.07",NA,NA,NA
"4712","Maharashtra","Shirur","20","Shahid Farukh Shaikh","Independent","566","0","566","0.04",NA,NA,NA
"4713","Maharashtra","Shirur","21","Shivajirao Uttamrao Pawar","Independent","670","3","673","0.05",NA,NA,NA
"4714","Maharashtra","Shirur","22","Shaikh Raisa","Bhartiya Kisan Party","555","1","556","0.04",NA,NA,NA
"4715","Maharashtra","Shirur","23","Sonalitai Thorat","Independent","676","1","677","0.05",NA,NA,NA
"4716","Maharashtra","Shirur","24","NOTA","None of the Above","6026","25","6051","0.47",NA,NA,NA
"4717","Maharashtra","Baramati","1","Kanchan Rahul Kool","Bharatiya Janata Party","528711","2229","530940","40.69",NA,NA,NA
"4718","Maharashtra","Baramati","2","Adv.Mangesh Nilkanth Vanshiv","Bahujan Samaj Party","6867","15","6882","0.53",NA,NA,NA
"4719","Maharashtra","Baramati","3","Supriya Sule","Nationalist Congress Party","683705","3009","686714","52.63",NA,NA,NA
"4720","Maharashtra","Baramati","4","Dashrath Nana Raut","Bharatiya Praja Surajya Paksha","3817","5","3822","0.29",NA,NA,NA
"4721","Maharashtra","Baramati","5","Padalkar Navanath","Vanchit Bahujan Aaghadi","43953","181","44134","3.38",NA,NA,NA
"4722","Maharashtra","Baramati","6","Yuvraj Bhujbal","Jan Adhikar Party","903","5","908","0.07",NA,NA,NA
"4723","Maharashtra","Baramati","7","Savita Bhimrao Kadale","Hindustan Janta Party","797","1","798","0.06",NA,NA,NA
"4724","Maharashtra","Baramati","8","Sanjay Shinde","Bahujan Mukti Party","4330","15","4345","0.33",NA,NA,NA
"4725","Maharashtra","Baramati","9","Alankruta Abhijeet Awade-Bichukale","Independent","844","0","844","0.06",NA,NA,NA
"4726","Maharashtra","Baramati","10","Ulhas(Nanasaheb) Mugutrao Chormale","Independent","1992","1","1993","0.15",NA,NA,NA
"4727","Maharashtra","Baramati","11","Adv.Girish Madan Patil","Independent","1087","0","1087","0.08",NA,NA,NA
"4728","Maharashtra","Baramati","12","Deepak Shantaram Watvisave","Independent","1871","0","1871","0.14",NA,NA,NA
"4729","Maharashtra","Baramati","13","Dr. Balasaheb Arjun Pol","Independent","1001","2","1003","0.08",NA,NA,NA
"4730","Maharashtra","Baramati","14","Vijaynath Ramachandra Chandere","Independent","1721","0","1721","0.13",NA,NA,NA
"4731","Maharashtra","Baramati","15","Vishvanath Sitaram Gargade","Independent","1157","1","1158","0.09",NA,NA,NA
"4732","Maharashtra","Baramati","16","Shivaji (Nana) Rambhau Nandkhile","Independent","4405","0","4405","0.34",NA,NA,NA
"4733","Maharashtra","Baramati","17","Sureshdada Baburao Veer","Independent","3284","0","3284","0.25",NA,NA,NA
"4734","Maharashtra","Baramati","18","Hemant Baburao Kolekar Patil","Independent","951","0","951","0.07",NA,NA,NA
"4735","Maharashtra","Baramati","19","NOTA","None of the Above","7846","22","7868","0.6",NA,NA,NA
"4736","Maharashtra","Pune","1","Uttam Pandurang Shinde","Bahujan Samaj Party","4779","13","4792","0.46",NA,NA,NA
"4737","Maharashtra","Pune","2","Girish Bhalchandra Bapat","Bharatiya Janata Party","631875","960","632835","61.13",NA,NA,NA
"4738","Maharashtra","Pune","3","Mohan Joshi","Indian National Congress","307870","337","308207","29.77",NA,NA,NA
"4739","Maharashtra","Pune","4","Anil Narayan Jadhav","Vanchit Bahujan Aaghadi","64734","59","64793","6.26",NA,NA,NA
"4740","Maharashtra","Pune","5","Amol Jayraj Shinde","Hum Bhartiya Party","956","3","959","0.09",NA,NA,NA
"4741","Maharashtra","Pune","6","Krupal Paluskar","Prabuddha Republican Party","333","0","333","0.03",NA,NA,NA
"4742","Maharashtra","Pune","7","Chincholikar Jayant Eknath","Bahujan Republican  Socialist Party","343","0","343","0.03",NA,NA,NA
"4743","Maharashtra","Pune","8","Prof. Nalawade Hanmant Mahadeo","Ambedkarite Party of India","383","0","383","0.04",NA,NA,NA
"4744","Maharashtra","Pune","9","Nikhil Umesh Zingade","Bharatiya Praja Surajya Paksha","225","0","225","0.02",NA,NA,NA
"4745","Maharashtra","Pune","10","Balasaheb Misal Patil","Bahujan Mukti Party","779","1","780","0.08",NA,NA,NA
"4746","Maharashtra","Pune","11","Adv. Mahesh Gajendragadkar","Swarna Bharat Party","445","1","446","0.04",NA,NA,NA
"4747","Maharashtra","Pune","12","Adv. Ramesh Devaram Dharmavat","People’s Union Party","546","1","547","0.05",NA,NA,NA
"4748","Maharashtra","Pune","13","Rajesh Surendrakumar Agarwal","Hamari Apni Party","847","0","847","0.08",NA,NA,NA
"4749","Maharashtra","Pune","14","Sayyad Raj Faiyaz","Bhartiya Kisan Party","601","0","601","0.06",NA,NA,NA
"4750","Maharashtra","Pune","15","Sim Khirid","Bahujan Maha Party","485","2","487","0.05",NA,NA,NA
"4751","Maharashtra","Pune","16","Suhas Popat Gajarmal","Rashtriya Janshakti Party (Secular)","1117","0","1117","0.11",NA,NA,NA
"4752","Maharashtra","Pune","17","Amol Alias Yabes S. Tujare","Independent","624","0","624","0.06",NA,NA,NA
"4753","Maharashtra","Pune","18","Anand Prakash Vanjape","Independent","1343","0","1343","0.13",NA,NA,NA
"4754","Maharashtra","Pune","19","Adv. Kumar Devba Kalel Patil","Independent","524","1","525","0.05",NA,NA,NA
"4755","Maharashtra","Pune","20","Jafar Khursid Choudhari","Independent","554","0","554","0.05",NA,NA,NA
"4756","Maharashtra","Pune","21","Javed Shabbir Sayyed","Independent","339","0","339","0.03",NA,NA,NA
"4757","Maharashtra","Pune","22","Johnson Vasant Kolhapure","Independent","647","0","647","0.06",NA,NA,NA
"4758","Maharashtra","Pune","23","Ravindra Bansiram Mahapure","Independent","170","1","171","0.02",NA,NA,NA
"4759","Maharashtra","Pune","24","Rakesh Prabhakar Chavan","Independent","207","0","207","0.02",NA,NA,NA
"4760","Maharashtra","Pune","25","Rahul Vishwas Joshi","Independent","425","1","426","0.04",NA,NA,NA
"4761","Maharashtra","Pune","26","Vijay Laxaman Saroade","Independent","230","0","230","0.02",NA,NA,NA
"4762","Maharashtra","Pune","27","Sawant Chandrakant Parmeshwar","Independent","160","1","161","0.02",NA,NA,NA
"4763","Maharashtra","Pune","28","Sanjay Baburao Jadhav","Independent","308","1","309","0.03",NA,NA,NA
"4764","Maharashtra","Pune","29","Hemant Baburao Kolekar Patil Alias Hemant Patil","Independent","264","1","265","0.03",NA,NA,NA
"4765","Maharashtra","Pune","30","Kshirsagar Kanchan Devdas","Independent","441","0","441","0.04",NA,NA,NA
"4766","Maharashtra","Pune","31","Znyosho Vijayprakash","Independent","298","0","298","0.03",NA,NA,NA
"4767","Maharashtra","Pune","32","NOTA","None of the Above","10972","29","11001","1.06",NA,NA,NA
"4768","Maharashtra","Maval","1","Adv. Kanade Sanjay Kisan","Bahujan Samaj Party","10185","12","10197","0.74",NA,NA,NA
"4769","Maharashtra","Maval","2","PARTH AJIT PAWAR","Nationalist Congress Party","503375","1375","504750","36.87",NA,NA,NA
"4770","Maharashtra","Maval","3","SHRIRANG APPA CHANDU BARNE","Shivsena","718950","1713","720663","52.65",NA,NA,NA
"4771","Maharashtra","Maval","4","Jagdish alias Ayyappa Shamrao Sonawane","Kranti Kari Jai Hind Sena","5240","2","5242","0.38",NA,NA,NA
"4772","Maharashtra","Maval","5","JAYA SANJAY PATIL","Ambedkarite Party of India","2327","1","2328","0.17",NA,NA,NA
"4773","Maharashtra","Maval","6","PANDHARINATH NAMDEO PATIL","Bahujan Mukti Party","2565","5","2570","0.19",NA,NA,NA
"4774","Maharashtra","Maval","7","Prakash Bhivaji Mahadik","Bhartiya Navjawan Sena (Paksha)","1091","4","1095","0.08",NA,NA,NA
"4775","Maharashtra","Maval","8","MADAN SHIVAJI PATIL","Bharatiya Praja Surajya Paksha","2243","0","2243","0.16",NA,NA,NA
"4776","Maharashtra","Maval","9","RAJARAM NARAYAN PATIL","Vanchit Bahujan Aaghadi","75713","191","75904","5.55",NA,NA,NA
"4777","Maharashtra","Maval","10","SUNIL BABAN GAIKWAD","Bahujan Republican  Socialist Party","1748","7","1755","0.13",NA,NA,NA
"4778","Maharashtra","Maval","11","AJAY HANUMANT LONDHE","Independent","1042","2","1044","0.08",NA,NA,NA
"4779","Maharashtra","Maval","12","Amruta Abhijit Apte","Independent","1694","2","1696","0.12",NA,NA,NA
"4780","Maharashtra","Maval","13","Navnath Vishwanath Dudhal","Independent","2800","2","2802","0.2",NA,NA,NA
"4781","Maharashtra","Maval","14","PRASHANT alias BABARAJE GANPAT DESHMUKH","Independent","6310","8","6318","0.46",NA,NA,NA
"4782","Maharashtra","Maval","15","BALKRUSHNA DHANAJI GHARAT","Independent","3603","0","3603","0.26",NA,NA,NA
"4783","Maharashtra","Maval","16","RAKESH PRABHAKAR CHAVAN","Independent","3225","0","3225","0.24",NA,NA,NA
"4784","Maharashtra","Maval","17","RAJENDRA MARUTI KATE (PATIL)","Independent","1638","1","1639","0.12",NA,NA,NA
"4785","Maharashtra","Maval","18","VIJAY HANUMANT RANDIL","Independent","2093","0","2093","0.15",NA,NA,NA
"4786","Maharashtra","Maval","19","SURAJ ASHOKRAO KHANDARE","Independent","1873","0","1873","0.14",NA,NA,NA
"4787","Maharashtra","Maval","20","SURESH SHRIPATI TAUR","Independent","1083","0","1083","0.08",NA,NA,NA
"4788","Maharashtra","Maval","21","Dr. SOMNATH ALIAS BALASHAHEB ARJUN POL","Independent","970","0","970","0.07",NA,NA,NA
"4789","Maharashtra","Maval","22","NOTA","None of the Above","15747","32","15779","1.15",NA,NA,NA
"4790","Maharashtra","Raigad","1","Anant Geete","Shivsena","452942","2588","455530","44.42",NA,NA,NA
"4791","Maharashtra","Raigad","2","Tatkare Sunil Dattatray","Nationalist Congress Party","484563","2405","486968","47.49",NA,NA,NA
"4792","Maharashtra","Raigad","3","Milind B. Salvi","Bahujan Samaj Party","6333","23","6356","0.62",NA,NA,NA
"4793","Maharashtra","Raigad","4","Gajendra Parshuram Turbadkar","Kranti Kari Jai Hind Sena","2187","5","2192","0.21",NA,NA,NA
"4794","Maharashtra","Raigad","5","Nathuram Hate","Bahujan Mukti Party","1417","24","1441","0.14",NA,NA,NA
"4795","Maharashtra","Raigad","6","Prakash Sakharam Kalke","Bhartiya Kisan Party","807","16","823","0.08",NA,NA,NA
"4796","Maharashtra","Raigad","7","Suman Bhaskar Koli","Vanchit Bahujan Aaghadi","23042","154","23196","2.26",NA,NA,NA
"4797","Maharashtra","Raigad","8","Sandip Pandurang Parte","Bahujan Maha Party","1481","1","1482","0.14",NA,NA,NA
"4798","Maharashtra","Raigad","9","Avinash Vasant Patil","Independent","4686","3","4689","0.46",NA,NA,NA
"4799","Maharashtra","Raigad","10","Ghag Sanjay Arjun","Independent","1416","1","1417","0.14",NA,NA,NA
"4800","Maharashtra","Raigad","11","Madhukar Mahadev Khamkar","Independent","1049","0","1049","0.1",NA,NA,NA
"4801","Maharashtra","Raigad","12","Munafar Jainubhidin Choudhary","Independent","1211","4","1215","0.12",NA,NA,NA
"4802","Maharashtra","Raigad","13","Yogesh Kadam","Independent","1470","6","1476","0.14",NA,NA,NA
"4803","Maharashtra","Raigad","14","Sunil Pandurang Tatkare","Independent","4120","6","4126","0.4",NA,NA,NA
"4804","Maharashtra","Raigad","15","Sunil Sakharam Tatkare","Independent","9746","6","9752","0.95",NA,NA,NA
"4805","Maharashtra","Raigad","16","Subhash Janardan Patil","Independent","12264","1","12265","1.2",NA,NA,NA
"4806","Maharashtra","Raigad","17","NOTA","None of the Above","11435","55","11490","1.12",NA,NA,NA
"4807","Maharashtra","Mumbai   South","1","Arvind Ganpat Sawant","Shivsena","420530","1407","421937","52.64",NA,NA,NA
"4808","Maharashtra","Mumbai   South","2","Gautam Sureshkumar Mistrilal","Bahujan Samaj Party","4320","9","4329","0.54",NA,NA,NA
"4809","Maharashtra","Mumbai   South","3","Deora Milind Murli","Indian National Congress","321362","508","321870","40.15",NA,NA,NA
"4810","Maharashtra","Mumbai   South","4","Dr. Anil Kumar","Vanchit Bahujan Aaghadi","30213","135","30348","3.79",NA,NA,NA
"4811","Maharashtra","Mumbai   South","5","Abbas F. Chhatriwala","Jan Adhikar Party","528","0","528","0.07",NA,NA,NA
"4812","Maharashtra","Mumbai   South","6","Irfan Shaikh","Ambedkarite Party of India","1391","0","1391","0.17",NA,NA,NA
"4813","Maharashtra","Mumbai   South","7","Adv. Ramchandra N. Kachave","Kranti Kari Jai Hind Sena","735","2","737","0.09",NA,NA,NA
"4814","Maharashtra","Mumbai   South","8","Shehbaj Rathod","Jai Maha Bharath Party","1347","0","1347","0.17",NA,NA,NA
"4815","Maharashtra","Mumbai   South","9","Adv. Sahil L . Shah","Bhartiya Manavadhikaar Federal Party","513","1","514","0.06",NA,NA,NA
"4816","Maharashtra","Mumbai   South","10","Hamir kalidas Vinjuda","Bahujan Republican  Socialist Party","496","0","496","0.06",NA,NA,NA
"4817","Maharashtra","Mumbai   South","11","Rajesh B. Dayal","Independent","449","0","449","0.06",NA,NA,NA
"4818","Maharashtra","Mumbai   South","12","Shankar Sonawane","Independent","876","3","879","0.11",NA,NA,NA
"4819","Maharashtra","Mumbai   South","13","Sai Shrivastav","Independent","1670","1","1671","0.21",NA,NA,NA
"4820","Maharashtra","Mumbai   South","14","NOTA","None of the Above","15071","44","15115","1.89",NA,NA,NA
"4821","Maharashtra","Mumbai South central","1","Ahmed Shakil Sagir Ahmed Shaikh","Bahujan Samaj Party","8623","12","8635","1.08",NA,NA,NA
"4822","Maharashtra","Mumbai South central","2","Eknath M. Gaikwad","Indian National Congress","272393","381","272774","34.21",NA,NA,NA
